iter	Logloss
0	0.4027393642
1	0.228655799
2	0.1357301941
3	0.08276672964
4	0.04892713462
5	0.03091148399
6	0.02040509541
7	0.01419417968
8	0.01143023036
9	0.009152385614
10	0.00802238491
11	0.006921639223
12	0.006234515109
13	0.005201888937
14	0.004809128067
15	0.004332091112
16	0.004064344381
17	0.003813053364
18	0.003528767494
19	0.003332295043
20	0.003182503784
21	0.002983968752
22	0.002918237338
23	0.002588705384
24	0.002499187588
25	0.00231263611
26	0.002227037346
27	0.002132991046
28	0.002054647695
29	0.00197885882
30	0.001943523029
31	0.001849282594
32	0.001822749523
33	0.001738697912
34	0.001677996563
35	0.001609252494
36	0.001546706049
37	0.001514791339
38	0.001477901218
39	0.001444052166
40	0.001420689582
41	0.001377963383
42	0.00136713313
43	0.001367070484
44	0.001307610287
45	0.001300751601
46	0.001283540478
47	0.001246442573
48	0.001246378407
49	0.001226829517
50	0.00118417752
51	0.00118417752
52	0.001160116143
53	0.001045142177
54	0.001045165783
55	0.001022742673
56	0.001022742673
57	0.001022742673
58	0.001022729755
59	0.001022733268
60	0.0009936708316
61	0.0009691426336
62	0.0009691426336
63	0.000958931021
64	0.000917977268
65	0.0008971729533
66	0.0008971729533
67	0.0008730645478
68	0.0008730397608
69	0.000873053568
70	0.0008325403654
71	0.0008076268795
72	0.0008076075851
73	0.000807588408
74	0.000807588408
75	0.0008003398678
76	0.0007749688878
77	0.0007749973052
78	0.0007544602776
79	0.0007544009624
80	0.0007250201275
81	0.0007249922734
82	0.0007151916841
83	0.0007114351837
84	0.0007114371867
85	0.0007114369324
86	0.0007042703899
87	0.0006963413445
88	0.0006963135382
89	0.0006963074471
90	0.0006963119445
91	0.0006963119445
92	0.0006790464642
93	0.0006563303186
94	0.0006563303186
95	0.0006563030107
96	0.0006562923448
97	0.0006562737155
98	0.0006562771268
99	0.0006562583957
100	0.0006562407835
101	0.0006562327167
102	0.0006562327167
103	0.0006562327167
104	0.0006562315822
105	0.0006562315822
106	0.0006562315822
107	0.0006562305807
108	0.0006562191691
109	0.0006562109264
110	0.0006562109264
111	0.0006561911351
112	0.0006561869961
113	0.0006561695012
114	0.0006561802957
115	0.0006561802957
116	0.0006561738837
117	0.000656150329
118	0.000656155072
119	0.0006561490865
120	0.0006561276702
121	0.0006561180347
122	0.0006561235195
123	0.000656101201
124	0.0006560848915
125	0.0006560933181
126	0.0006560900343
127	0.0006560629822
128	0.0006560629822
129	0.0006560425259
130	0.0006560495911
131	0.0006560505613
132	0.000656036247
133	0.0006560233566
134	0.0006560130302
135	0.0006560288938
136	0.0006560288938
137	0.0006560126532
138	0.0006559928878
139	0.0006559972756
140	0.000655995789
141	0.0006559713767
142	0.0006559531526
143	0.0006559531526
144	0.0006559531526
